实时频率,平均频率
142.85699,105.09300
90.90900,105.08800
100.00000,105.08600
100.00000,105.08400
111.11100,105.08700
90.90900,105.08200
111.11100,105.08400
90.90900,105.07900
111.11100,105.08100
90.90900,105.07600
111.11100,105.07800
90.90900,105.07300
111.11100,105.07500
90.90900,105.07000
111.11100,105.07200
90.90900,105.06700
111.11100,105.06900
66.66700,105.05600
142.85699,105.06900
125.00000,105.07600
111.11100,105.07800
83.33300,105.07100
111.11100,105.07300
90.90900,105.06800
111.11100,105.07000
90.90900,105.06500
111.11100,105.06700
90.90900,105.06200
111.11100,105.06400
90.90900,105.05900
111.11100,105.06100
90.90900,105.05600
111.11100,105.05800
90.90900,105.05300
111.11100,105.05500
90.90900,105.05000
111.11100,105.05300
66.66700,105.03900
166.66701,105.06100
100.00000,105.05900
111.11100,105.06100
90.90900,105.05600
111.11100,105.05800
90.90900,105.05300
111.11100,105.05500
90.90900,105.05000
111.11100,105.05300
90.90900,105.04800
111.11100,105.05000
90.90900,105.04500
111.11100,105.04700
90.90900,105.04200
111.11100,105.04400
90.90900,105.03900
111.11100,105.04100
90.90900,105.03600
111.11100,105.03800
66.66700,105.02500
166.66701,105.04700
100.00000,105.04500
111.11100,105.04700
90.90900,105.04200
111.11100,105.04400
71.42900,105.03200
166.66701,105.05400
90.90900,105.04900
100.00000,105.04700
100.00000,105.04500
111.11100,105.04800
90.90900,105.04300
111.11100,105.04500
90.90900,105.04000
111.11100,105.04200
90.90900,105.03700
100.00000,105.03500
100.00000,105.03300
111.11100,105.03600
66.66700,105.02200
166.66701,105.04400
100.00000,105.04200
111.11100,105.04400
90.90900,105.03900
111.11100,105.04100
90.90900,105.03600
111.11100,105.03800
90.90900,105.03400
111.11100,105.03600
90.90900,105.03100
111.11100,105.03300
90.90900,105.02800
111.11100,105.03000
90.90900,105.02500
111.11100,105.02700
90.90900,105.02200
111.11100,105.02500
90.90900,105.02000
111.11100,105.02200
66.66700,105.00800
166.66701,105.03000
100.00000,105.02800
111.11100,105.03000
90.90900,105.02500
111.11100,105.02700
90.90900,105.02200
111.11100,105.02500
90.90900,105.02000
111.11100,105.02200
90.90900,105.01700
111.11100,105.01900
90.90900,105.01400
111.11100,105.01600
90.90900,105.01100
111.11100,105.01400
90.90900,105.00900
100.00000,105.00700
100.00000,105.00500
111.11100,105.00700
66.66700,104.99400
166.66701,105.01500
100.00000,105.01400
111.11100,105.01600
90.90900,105.01100
111.11100,105.01300
90.90900,105.00800
111.11100,105.01000
90.90900,105.00500
111.11100,105.00800
76.92300,104.99800
142.85699,105.01100
90.90900,105.00600
100.00000,105.00400
100.00000,105.00300
111.11100,105.00500
90.90900,105.00000
111.11100,105.00200
90.90900,104.99700
111.11100,104.99900
66.66700,104.98600
166.66701,105.00700
100.00000,105.00500
111.11100,105.00800
90.90900,105.00300
111.11100,105.00500
90.90900,105.00000
111.11100,105.00200
90.90900,104.99700
100.00000,104.99600
100.00000,104.99400
111.11100,104.99600
90.90900,104.99100
111.11100,104.99300
90.90900,104.98900
111.11100,104.99100
90.90900,104.98600
100.00000,104.98400
100.00000,104.98200
111.11100,104.98500
66.66700,104.97200
166.66701,104.99200
100.00000,104.99100
111.11100,104.99300
90.90900,104.98800
100.00000,104.98600
100.00000,104.98500
111.11100,104.98700
90.90900,104.98200
111.11100,104.98400
90.90900,104.97900
111.11100,104.98100
90.90900,104.97700
111.11100,104.97900
90.90900,104.97400
111.11100,104.97600
90.90900,104.97100
111.11100,104.97300
90.90900,104.96900
111.11100,104.97100
66.66700,104.95800
166.66701,104.97900
100.00000,104.97700
111.11100,104.97900
90.90900,104.97400
111.11100,104.97600
90.90900,104.97200
111.11100,104.97400
90.90900,104.96900
111.11100,104.97100
90.90900,104.96600
111.11100,104.96800
90.90900,104.96400
111.11100,104.96600
71.42900,104.95400
166.66701,104.97500
90.90900,104.97000
100.00000,104.96900
100.00000,104.96700
111.11100,104.96900
66.66700,104.95600
166.66701,104.97700
100.00000,104.97500
111.11100,104.97700
90.90900,104.97300
111.11100,104.97500
90.90900,104.97000
111.11100,104.97200
90.90900,104.96700
111.11100,104.96900
90.90900,104.96500
111.11100,104.96700
90.90900,104.96200
100.00000,104.96000
100.00000,104.95900
111.11100,104.96100
90.90900,104.95600
111.11100,104.95800
90.90900,104.95400
111.11100,104.95600
66.66700,104.94300
166.66701,104.96300
100.00000,104.96200
111.11100,104.96400
90.90900,104.95900
111.11100,104.96100
90.90900,104.95700
111.11100,104.95900
90.90900,104.95400
100.00000,104.95200
100.00000,104.95100
111.11100,104.95300
90.90900,104.94800
111.11100,104.95000
90.90900,104.94500
111.11100,104.94700
90.90900,104.94300
111.11100,104.94500
90.90900,104.94000
111.11100,104.94200
66.66700,104.93000
166.66701,104.95000
100.00000,104.94800
111.11100,104.95000
90.90900,104.94600
100.00000,104.94400
100.00000,104.94300
111.11100,104.94500
90.90900,104.94000
111.11100,104.94200
90.90900,104.93700
111.11100,104.93900
90.90900,104.93500
111.11100,104.93700
90.90900,104.93200
111.11100,104.93400
90.90900,104.93000
111.11100,104.93200
71.42900,104.92100
166.66701,104.94100
66.66700,104.92800
166.66701,104.94900
100.00000,104.94700
111.11100,104.94900
90.90900,104.94400
111.11100,104.94600
90.90900,104.94200
111.11100,104.94400
90.90900,104.93900
111.11100,104.94100
90.90900,104.93700
111.11100,104.93900
90.90900,104.93400
111.11100,104.93600
90.90900,104.93200
111.11100,104.93400
90.90900,104.92900
90.90900,104.92400
125.00000,104.93100
100.00000,104.92900
71.42900,104.91800
166.66701,104.93900
100.00000,104.93700
111.11100,104.93900
83.33300,104.93200
111.11100,104.93400
100.00000,104.93200
111.11100,104.93400
83.33300,104.92700
111.11100,104.92900
90.90900,104.92500
111.11100,104.92700
90.90900,104.92200
100.00000,104.92100
111.11100,104.92300
111.11100,104.92500
83.33300,104.91800
111.11100,104.92000
90.90900,104.91500
111.11100,104.91700
66.66700,104.90500
200.00000,104.93600
90.90900,104.93100
111.11100,104.93300
90.90900,104.92800
111.11100,104.93000
90.90900,104.92600
111.11100,104.92800
90.90900,104.92300
100.00000,104.92200
111.11100,104.92400
111.11100,104.92600
83.33300,104.91900
111.11100,104.92100
90.90900,104.91600
111.11100,104.91800
90.90900,104.91400
111.11100,104.91600
90.90900,104.91100
111.11100,104.91300
66.66700,104.90100
166.66701,104.92100
83.33300,104.91400
142.85699,104.92600
90.90900,104.92200
111.11100,104.92400
90.90900,104.91900
111.11100,104.92100
90.90900,104.91700
111.11100,104.91900
90.90900,104.91400
111.11100,104.91600
90.90900,104.91200
111.11100,104.91400
90.90900,104.90900
111.11100,104.91100
90.90900,104.90700
111.11100,104.90900
90.90900,104.90400
111.11100,104.90600
66.66700,104.89400
166.66701,104.91400
111.11100,104.91600
111.11100,104.91800
83.33300,104.91100
111.11100,104.91300
90.90900,104.90800
111.11100,104.91000
90.90900,104.90600
111.11100,104.90800
90.90900,104.90300
111.11100,104.90500
90.90900,104.90100
111.11100,104.90300
90.90900,104.89800
111.11100,104.90000
90.90900,104.89600
111.11100,104.89800
90.90900,104.89300
111.11100,104.89500
66.66700,104.88300
166.66701,104.90300
100.00000,104.90100
111.11100,104.90300
90.90900,104.89900
111.11100,104.90100
90.90900,104.89600
111.11100,104.89800
90.90900,104.89400
111.11100,104.89600
90.90900,104.89100
111.11100,104.89300
90.90900,104.88900
111.11100,104.89100
90.90900,104.88600
111.11100,104.88800
90.90900,104.88400
111.11100,104.88600
90.90900,104.88200
111.11100,104.88400
66.66700,104.87200
166.66701,104.89100
100.00000,104.88900
111.11100,104.89100
90.90900,104.88700
111.11100,104.88900
71.42900,104.87800
166.66701,104.89800
90.90900,104.89300
100.00000,104.89200
100.00000,104.89000
111.11100,104.89200
90.90900,104.88800
111.11100,104.89000
90.90900,104.88600
111.11100,104.88700
90.90900,104.88300
111.11100,104.88500
90.90900,104.88100
111.11100,104.88300
66.66700,104.87100
166.66701,104.89000
100.00000,104.88800
111.11100,104.89000
90.90900,104.88600
100.00000,104.88500
111.11100,104.88600
111.11100,104.88800
83.33300,104.88200
111.11100,104.88400
90.90900,104.87900
111.11100,104.88100
90.90900,104.87700
111.11100,104.87900
90.90900,104.87400
111.11100,104.87600
90.90900,104.87200
111.11100,104.87400
90.90900,104.87000
111.11100,104.87200
66.66700,104.86000
166.66701,104.87900
111.11100,104.88100
100.00000,104.87900
90.90900,104.87500
111.11100,104.87700
90.90900,104.87300
111.11100,104.87500
90.90900,104.87000
111.11100,104.87200
90.90900,104.86800
111.11100,104.87000
90.90900,104.86500
111.11100,104.86700
90.90900,104.86300
111.11100,104.86500
90.90900,104.86100
111.11100,104.86300
90.90900,104.85800
111.11100,104.86000
66.66700,104.84800
166.66701,104.86700
100.00000,104.86600
111.11100,104.86800
90.90900,104.86400
111.11100,104.86600
90.90900,104.86100
111.11100,104.86300
90.90900,104.85900
111.11100,104.86100
71.42900,104.85000
166.66701,104.87000
90.90900,104.86500
100.00000,104.86400
100.00000,104.86200
111.11100,104.86400
90.90900,104.86000
111.11100,104.86200
90.90900,104.85700
111.11100,104.85900
66.66700,104.84800
166.66701,104.86700
100.00000,104.86500
111.11100,104.86700
90.90900,104.86300
111.11100,104.86500
90.90900,104.86000
111.11100,104.86200
90.90900,104.85800
100.00000,104.85700
100.00000,104.85500
111.11100,104.85700
90.90900,104.85300
111.11100,104.85500
90.90900,104.85000
111.11100,104.85200
90.90900,104.84800
111.11100,104.85000
90.90900,104.84600
111.11100,104.84800
66.66700,104.83600
166.66701,104.85500
100.00000,104.85300
111.11100,104.85500
90.90900,104.85100
100.00000,104.85000
100.00000,104.84800
111.11100,104.85000
90.90900,104.84600
111.11100,104.84800
90.90900,104.84300
111.11100,104.84500
90.90900,104.84100
111.11100,104.84300
90.90900,104.83900
111.11100,104.84100
90.90900,104.83600
111.11100,104.83800
90.90900,104.83400
111.11100,104.83600
66.66700,104.82400
166.66701,104.84300
100.00000,104.84200
111.11100,104.84400
90.90900,104.83900
111.11100,104.84100
90.90900,104.83700
111.11100,104.83900
90.90900,104.83500
111.11100,104.83700
90.90900,104.83200
111.11100,104.83400
90.90900,104.83000
111.11100,104.83200
71.42900,104.82200
166.66701,104.84100
90.90900,104.83600
100.00000,104.83500
100.00000,104.83300
111.11100,104.83500
66.66700,104.82400
166.66701,104.84200
100.00000,104.84100
111.11100,104.84300
90.90900,104.83900
111.11100,104.84100
90.90900,104.83600
111.11100,104.83800
90.90900,104.83400
111.11100,104.83600
90.90900,104.83200
111.11100,104.83400
90.90900,104.83000
100.00000,104.82800
111.11100,104.83000
111.11100,104.83200
83.33300,104.82500
111.11100,104.82700
90.90900,104.82300
111.11100,104.82500
66.66700,104.81400
200.00000,104.84200
100.00000,104.84100
100.00000,104.83900
90.90900,104.83500
111.11100,104.83700
90.90900,104.83300
111.11100,104.83500
90.90900,104.83000
111.11100,104.83200
90.90900,104.82800
111.11100,104.83000
90.90900,104.82600
111.11100,104.82800
90.90900,104.82400
111.11100,104.82500
90.90900,104.82100
100.00000,104.82000
100.00000,104.81800
111.11100,104.82000
66.66700,104.80900
166.66701,104.82700
100.00000,104.82600
111.11100,104.82800
90.90900,104.82400
111.11100,104.82600
90.90900,104.82100
111.11100,104.82300
90.90900,104.81900
111.11100,104.82100
90.90900,104.81700
111.11100,104.81900
90.90900,104.81500
111.11100,104.81600
90.90900,104.81200
111.11100,104.81400
90.90900,104.81000
111.11100,104.81200
71.42900,104.80200
166.66701,104.82000
66.66700,104.80900
166.66701,104.82700
100.00000,104.82600
111.11100,104.82800
90.90900,104.82400
111.11100,104.82600
90.90900,104.82100
111.11100,104.82300
90.90900,104.81900
111.11100,104.82100
90.90900,104.81700
111.11100,104.81900
90.90900,104.81500
111.11100,104.81700
90.90900,104.81200
111.11100,104.81400
90.90900,104.81000
100.00000,104.80900
100.00000,104.80700
111.11100,104.80900
66.66700,104.79800
166.66701,104.81600
100.00000,104.81500
111.11100,104.81700
90.90900,104.81300
111.11100,104.81400
90.90900,104.81000
111.11100,104.81200
90.90900,104.80800
111.11100,104.81000
90.90900,104.80600
111.11100,104.80800
90.90900,104.80400
100.00000,104.80200
100.00000,104.80100
111.11100,104.80300
90.90900,104.79900
111.11100,104.80000
90.90900,104.79600
111.11100,104.79800
66.66700,104.78700
166.66701,104.80500
100.00000,104.80400
111.11100,104.80600
90.90900,104.80200
111.11100,104.80300
90.90900,104.79900
111.11100,104.80100
90.90900,104.79700
100.00000,104.79600
100.00000,104.79400
111.11100,104.79600
90.90900,104.79200
111.11100,104.79400
90.90900,104.79000
111.11100,104.79200
90.90900,104.78800
111.11100,104.79000
90.90900,104.78500
111.11100,104.78700
66.66700,104.77600
166.66701,104.79400
83.33300,104.78800
142.85699,104.79900
90.90900,104.79500
100.00000,104.79400
100.00000,104.79200
111.11100,104.79400
90.90900,104.79000
111.11100,104.79200
90.90900,104.78800
111.11100,104.79000
90.90900,104.78600
111.11100,104.78800
90.90900,104.78300
111.11100,104.78500
90.90900,104.78100
111.11100,104.78300
90.90900,104.77900
111.11100,104.78100
66.66700,104.77000
166.66701,104.78800
111.11100,104.79000
100.00000,104.78800
90.90900,104.78400
111.11100,104.78600
90.90900,104.78200
111.11100,104.78400
90.90900,104.78000
111.11100,104.78200
90.90900,104.77800
111.11100,104.78000
90.90900,104.77600
111.11100,104.77700
90.90900,104.77300
111.11100,104.77500
90.90900,104.77100
100.00000,104.77000
100.00000,104.76800
111.11100,104.77000
66.66700,104.75900
166.66701,104.77700
100.00000,104.77600
111.11100,104.77800
90.90900,104.77400
111.11100,104.77500
90.90900,104.77100
111.11100,104.77300
90.90900,104.76900
111.11100,104.77100
90.90900,104.76700
111.11100,104.76900
90.90900,104.76500
100.00000,104.76400
100.00000,104.76200
111.11100,104.76400
90.90900,104.76000
111.11100,104.76200
90.90900,104.75800
111.11100,104.76000
66.66700,104.74900
166.66701,104.76700
100.00000,104.76500
111.11100,104.76700
90.90900,104.76300
111.11100,104.76500
76.92300,104.75700
142.85699,104.76800
90.90900,104.76400
100.00000,104.76200
100.00000,104.76100
111.11100,104.76300
90.90900,104.75900
111.11100,104.76100
90.90900,104.75700
111.11100,104.75900
90.90900,104.75500
111.11100,104.75700
90.90900,104.75300
111.11100,104.75400
66.66700,104.74400
166.66701,104.76100
100.00000,104.76000
111.11100,104.76200
90.90900,104.75800
100.00000,104.75600
100.00000,104.75500
111.11100,104.75700
90.90900,104.75300
111.11100,104.75500
90.90900,104.75100
111.11100,104.75300
90.90900,104.74900
111.11100,104.75000
90.90900,104.74600
111.11100,104.74800
90.90900,104.74400
111.11100,104.74600
90.90900,104.74200
111.11100,104.74400
66.66700,104.73300
166.66701,104.75100
100.00000,104.74900
111.11100,104.75100
90.90900,104.74700
111.11100,104.74900
90.90900,104.74500
111.11100,104.74700
90.90900,104.74300
111.11100,104.74500
90.90900,104.74100
111.11100,104.74300
90.90900,104.73900
111.11100,104.74100
90.90900,104.73700
111.11100,104.73900
90.90900,104.73500
100.00000,104.73300
100.00000,104.73200
111.11100,104.73400
66.66700,104.72300
166.66701,104.74100
100.00000,104.73900
111.11100,104.74100
90.90900,104.73700
111.11100,104.73900
90.90900,104.73500
111.11100,104.73700
90.90900,104.73300
111.11100,104.73500
76.92300,104.72700
142.85699,104.73800
90.90900,104.73400
100.00000,104.73200
100.00000,104.73100
111.11100,104.73300
90.90900,104.72900
111.11100,104.73100
90.90900,104.72700
111.11100,104.72900
66.66700,104.71800
166.66701,104.73500
100.00000,104.73400
111.11100,104.73600
5.26300,104.70800
83.33300,104.70200
142.85699,104.71300
142.85699,104.72300
125.00000,104.72900
125.00000,104.73500
111.11100,104.73600
166.66701,104.75400
111.11100,104.75600
125.00000,104.76100
111.11100,104.76300
125.00000,104.76900
111.11100,104.77000
125.00000,104.77600
111.11100,104.77800
125.00000,104.78300
100.00000,104.78200
125.00000,104.78800
100.00000,104.78600
111.11100,104.78800
76.92300,104.78000
125.00000,104.78600
125.00000,104.79200
111.11100,104.79300
111.11100,104.79500
111.11100,104.79700
111.11100,104.79900
125.00000,104.80400
100.00000,104.80300
125.00000,104.80800
100.00000,104.80700
125.00000,104.81300
100.00000,104.81100
111.11100,104.81300
111.11100,104.81500
111.11100,104.81700
125.00000,104.82200
125.00000,104.82800
111.11100,104.83000
111.11100,104.83100
76.92300,104.82400
111.11100,104.82500
111.11100,104.82700
111.11100,104.82900
111.11100,104.83000
111.11100,104.83200
100.00000,104.83100
111.11100,104.83300
100.00000,104.83100
111.11100,104.83300
71.42900,104.82400
111.11100,104.82600
125.00000,104.83100
111.11100,104.83300
100.00000,104.83100
111.11100,104.83300
100.00000,104.83200
111.11100,104.83400
100.00000,104.83200
111.11100,104.83400
83.33300,104.82800
125.00000,104.83400
100.00000,104.83200
111.11100,104.83400
125.00000,104.84000
125.00000,104.84500
125.00000,104.85100
142.85699,104.86100
125.00000,104.86700
125.00000,104.87200
100.00000,104.87100
125.00000,104.87600
100.00000,104.87500
111.11100,104.87700
100.00000,104.87500
111.11100,104.87700
125.00000,104.88300
111.11100,104.88400
100.00000,104.88300
111.11100,104.88500
71.42900,104.87500
125.00000,104.88100
111.11100,104.88300
111.11100,104.88400
142.85699,104.89500
111.11100,104.89600
111.11100,104.89800
111.11100,104.90000
111.11100,104.90200
125.00000,104.90700
100.00000,104.90600
125.00000,104.91100
125.00000,104.91700
111.11100,104.91800
142.85699,104.92900
111.11100,104.93000
125.00000,104.93600
125.00000,104.94100
125.00000,104.94700
142.85699,104.95700
